panel_id,panel_label,panel_role,comparison_group,feature_set_role,target_column,lag_suffix,model,feature,coefficient,abs_coefficient
main_on_suba,Main controls on SUBA sample,nested_baseline,suba,main_controls,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,gdp_constant_2015_usd_lag1_3_mean,0.9503506793285154,0.9503506793285154
main_on_suba,Main controls on SUBA sample,nested_baseline,suba,main_controls,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,scientific_journal_articles_lag1_3_mean,0.8721926637860518,0.8721926637860518
main_on_suba,Main controls on SUBA sample,nested_baseline,suba,main_controls,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,fdi_net_inflows_lag1_3_mean,0.1974491098070337,0.1974491098070337
main_on_suba,Main controls on SUBA sample,nested_baseline,suba,main_controls,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,wgi_regulatory_quality_lag1_3_mean,0.1840148993566325,0.1840148993566325
main_on_suba,Main controls on SUBA sample,nested_baseline,suba,main_controls,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,trade_openness_lag1_3_mean,-0.08049882472233211,0.08049882472233211
main_on_suba,Main controls on SUBA sample,nested_baseline,suba,main_controls,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,co2_per_capita_ar5_lag1_3_mean,0.034754795749893305,0.034754795749893305
main_on_suba,Main controls on SUBA sample,nested_baseline,suba,main_controls,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,renewable_energy_share_lag1_3_mean,-0.030321682876243018,0.030321682876243018
main_on_suba,Main controls on SUBA sample,nested_baseline,suba,main_controls,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,env_technology_rta_lag1_3_mean,0.0,0.0
main_on_suba,Main controls on SUBA sample,nested_baseline,suba,main_controls,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,inflation_lag1_3_mean,-0.0,0.0
main_plus_suba,Main controls plus SUBA predictors,nested_augmented,suba,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.5,gdp_constant_2015_usd_lag1_3_mean,1.0512253721356173,1.0512253721356173
main_plus_suba,Main controls plus SUBA predictors,nested_augmented,suba,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.5,scientific_journal_articles_lag1_3_mean,0.9217030730521155,0.9217030730521155
main_plus_suba,Main controls plus SUBA predictors,nested_augmented,suba,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.5,wgi_regulatory_quality_lag1_3_mean,0.030926032965411222,0.030926032965411222
main_plus_suba,Main controls plus SUBA predictors,nested_augmented,suba,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.5,renewable_energy_share_lag1_3_mean,-0.0,0.0
main_plus_suba,Main controls plus SUBA predictors,nested_augmented,suba,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.5,co2_per_capita_ar5_lag1_3_mean,0.0,0.0
main_plus_suba,Main controls plus SUBA predictors,nested_augmented,suba,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.5,fdi_net_inflows_lag1_3_mean,0.0,0.0
main_plus_suba,Main controls plus SUBA predictors,nested_augmented,suba,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.5,env_technology_rta_lag1_3_mean,0.0,0.0
main_plus_suba,Main controls plus SUBA predictors,nested_augmented,suba,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.5,trade_openness_lag1_3_mean,-0.0,0.0
main_plus_suba,Main controls plus SUBA predictors,nested_augmented,suba,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.5,inflation_lag1_3_mean,-0.0,0.0
main_plus_suba,Main controls plus SUBA predictors,nested_augmented,suba,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.5,rise_energy_efficiency_lag1_3_mean,0.0,0.0
main_plus_suba,Main controls plus SUBA predictors,nested_augmented,suba,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.5,rise_renewable_energy_lag1_3_mean,-0.0,0.0
main_plus_suba,Main controls plus SUBA predictors,nested_augmented,suba,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.5,high_tech_exports_lag1_3_mean,0.0,0.0
main_on_subb,Main controls on SUBB sample,nested_baseline,subb,main_controls,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,gdp_constant_2015_usd_lag1_3_mean,1.050340283985443,1.050340283985443
main_on_subb,Main controls on SUBB sample,nested_baseline,subb,main_controls,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,scientific_journal_articles_lag1_3_mean,0.8847811682110641,0.8847811682110641
main_on_subb,Main controls on SUBB sample,nested_baseline,subb,main_controls,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,trade_openness_lag1_3_mean,-0.13943533998619934,0.13943533998619934
main_on_subb,Main controls on SUBB sample,nested_baseline,subb,main_controls,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,wgi_regulatory_quality_lag1_3_mean,0.12335410682272069,0.12335410682272069
main_on_subb,Main controls on SUBB sample,nested_baseline,subb,main_controls,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,renewable_energy_share_lag1_3_mean,-0.096270708364618,0.096270708364618
main_on_subb,Main controls on SUBB sample,nested_baseline,subb,main_controls,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,fdi_net_inflows_lag1_3_mean,0.090234896101263,0.090234896101263
main_on_subb,Main controls on SUBB sample,nested_baseline,subb,main_controls,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,co2_per_capita_ar5_lag1_3_mean,0.08839321132944718,0.08839321132944718
main_on_subb,Main controls on SUBB sample,nested_baseline,subb,main_controls,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,env_technology_rta_lag1_3_mean,-0.0,0.0
main_on_subb,Main controls on SUBB sample,nested_baseline,subb,main_controls,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,inflation_lag1_3_mean,-0.0,0.0
main_plus_subb,Main controls plus SUBB predictors,nested_augmented,subb,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.8,gdp_constant_2015_usd_lag1_3_mean,1.271533803498668,1.271533803498668
main_plus_subb,Main controls plus SUBB predictors,nested_augmented,subb,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.8,scientific_journal_articles_lag1_3_mean,0.6258710513261271,0.6258710513261271
main_plus_subb,Main controls plus SUBB predictors,nested_augmented,subb,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.8,rd_expenditure_gdp_lag1_3_mean,0.43054438156492086,0.43054438156492086
main_plus_subb,Main controls plus SUBB predictors,nested_augmented,subb,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.8,renewable_energy_share_lag1_3_mean,-0.0,0.0
main_plus_subb,Main controls plus SUBB predictors,nested_augmented,subb,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.8,wgi_regulatory_quality_lag1_3_mean,0.0,0.0
main_plus_subb,Main controls plus SUBB predictors,nested_augmented,subb,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.8,co2_per_capita_ar5_lag1_3_mean,0.0,0.0
main_plus_subb,Main controls plus SUBB predictors,nested_augmented,subb,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.8,fdi_net_inflows_lag1_3_mean,0.0,0.0
main_plus_subb,Main controls plus SUBB predictors,nested_augmented,subb,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.8,env_technology_rta_lag1_3_mean,0.0,0.0
main_plus_subb,Main controls plus SUBB predictors,nested_augmented,subb,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.8,trade_openness_lag1_3_mean,-0.0,0.0
main_plus_subb,Main controls plus SUBB predictors,nested_augmented,subb,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.8,inflation_lag1_3_mean,-0.0,0.0
main_plus_subb,Main controls plus SUBB predictors,nested_augmented,subb,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.8,env_co_invention_share_lag1_3_mean,0.0,0.0
main_plus_subb,Main controls plus SUBB predictors,nested_augmented,subb,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.8,energy_imports_net_lag1_3_mean,0.0,0.0
main_plus_subb,Main controls plus SUBB predictors,nested_augmented,subb,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.8,researchers_per_million_lag1_3_mean,0.0,0.0
main_plus_subb,Main controls plus SUBB predictors,nested_augmented,subb,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.8,environmental_tax_revenue_lag1_3_mean,-0.0,0.0
main_on_subc,Main controls on SUBC sample,nested_baseline,subc,main_controls,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,gdp_constant_2015_usd_lag1_3_mean,1.4445958041494478,1.4445958041494478
main_on_subc,Main controls on SUBC sample,nested_baseline,subc,main_controls,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,scientific_journal_articles_lag1_3_mean,1.174667907260627,1.174667907260627
main_on_subc,Main controls on SUBC sample,nested_baseline,subc,main_controls,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,trade_openness_lag1_3_mean,-0.5050469189114767,0.5050469189114767
main_on_subc,Main controls on SUBC sample,nested_baseline,subc,main_controls,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,renewable_energy_share_lag1_3_mean,-0.43363704057160196,0.43363704057160196
main_on_subc,Main controls on SUBC sample,nested_baseline,subc,main_controls,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,co2_per_capita_ar5_lag1_3_mean,0.3268019893939871,0.3268019893939871
main_on_subc,Main controls on SUBC sample,nested_baseline,subc,main_controls,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,inflation_lag1_3_mean,-0.2074358021497513,0.2074358021497513
main_on_subc,Main controls on SUBC sample,nested_baseline,subc,main_controls,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,wgi_regulatory_quality_lag1_3_mean,0.18903374435274886,0.18903374435274886
main_on_subc,Main controls on SUBC sample,nested_baseline,subc,main_controls,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,env_technology_rta_lag1_3_mean,0.02245160367470901,0.02245160367470901
main_on_subc,Main controls on SUBC sample,nested_baseline,subc,main_controls,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,fdi_net_inflows_lag1_3_mean,0.0,0.0
main_plus_subc,Main controls plus SUBC predictors,nested_augmented,subc,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,lasso_alpha_1,gdp_constant_2015_usd_lag1_3_mean,3.2819624166045855,3.2819624166045855
main_plus_subc,Main controls plus SUBC predictors,nested_augmented,subc,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,lasso_alpha_1,renewable_energy_share_lag1_3_mean,-0.0,0.0
main_plus_subc,Main controls plus SUBC predictors,nested_augmented,subc,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,lasso_alpha_1,wgi_regulatory_quality_lag1_3_mean,0.0,0.0
main_plus_subc,Main controls plus SUBC predictors,nested_augmented,subc,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,lasso_alpha_1,co2_per_capita_ar5_lag1_3_mean,0.0,0.0
main_plus_subc,Main controls plus SUBC predictors,nested_augmented,subc,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,lasso_alpha_1,fdi_net_inflows_lag1_3_mean,-0.0,0.0
main_plus_subc,Main controls plus SUBC predictors,nested_augmented,subc,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,lasso_alpha_1,env_technology_rta_lag1_3_mean,0.0,0.0
main_plus_subc,Main controls plus SUBC predictors,nested_augmented,subc,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,lasso_alpha_1,scientific_journal_articles_lag1_3_mean,0.0,0.0
main_plus_subc,Main controls plus SUBC predictors,nested_augmented,subc,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,lasso_alpha_1,trade_openness_lag1_3_mean,-0.0,0.0
main_plus_subc,Main controls plus SUBC predictors,nested_augmented,subc,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,lasso_alpha_1,inflation_lag1_3_mean,-0.0,0.0
main_plus_subc,Main controls plus SUBC predictors,nested_augmented,subc,main_plus_submodel,env_patent_share_inventions,lag1_3_mean,lasso_alpha_1,eps_index_lag1_3_mean,0.0,0.0
