panel_id,panel_label,panel_role,comparison_group,feature_set_role,target_column,lag_suffix,model,feature,coefficient,abs_coefficient
robust_main_share_lag1_3_mean,Share target with lag1-3 mean predictors,robustness_primary_anchor,linear_robustness,primary_specification,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,gdp_constant_2015_usd_lag1_3_mean,0.9665450702567013,0.9665450702567013
robust_main_share_lag1_3_mean,Share target with lag1-3 mean predictors,robustness_primary_anchor,linear_robustness,primary_specification,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,scientific_journal_articles_lag1_3_mean,0.8162005935334081,0.8162005935334081
robust_main_share_lag1_3_mean,Share target with lag1-3 mean predictors,robustness_primary_anchor,linear_robustness,primary_specification,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,trade_openness_lag1_3_mean,-0.09338012814917533,0.09338012814917533
robust_main_share_lag1_3_mean,Share target with lag1-3 mean predictors,robustness_primary_anchor,linear_robustness,primary_specification,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,fdi_net_inflows_lag1_3_mean,0.09237245783643985,0.09237245783643985
robust_main_share_lag1_3_mean,Share target with lag1-3 mean predictors,robustness_primary_anchor,linear_robustness,primary_specification,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,co2_per_capita_ar5_lag1_3_mean,0.08447556035531488,0.08447556035531488
robust_main_share_lag1_3_mean,Share target with lag1-3 mean predictors,robustness_primary_anchor,linear_robustness,primary_specification,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,wgi_regulatory_quality_lag1_3_mean,0.08269220271111714,0.08269220271111714
robust_main_share_lag1_3_mean,Share target with lag1-3 mean predictors,robustness_primary_anchor,linear_robustness,primary_specification,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,renewable_energy_share_lag1_3_mean,-0.039935701097575375,0.039935701097575375
robust_main_share_lag1_3_mean,Share target with lag1-3 mean predictors,robustness_primary_anchor,linear_robustness,primary_specification,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,env_technology_rta_lag1_3_mean,-0.0,0.0
robust_main_share_lag1_3_mean,Share target with lag1-3 mean predictors,robustness_primary_anchor,linear_robustness,primary_specification,env_patent_share_inventions,lag1_3_mean,elastic_net_alpha_1_l1_0.2,inflation_lag1_3_mean,-0.0,0.0
robust_main_share_lag1,Share target with common-sample lag1 predictors,robustness_timing,linear_robustness,common_sample_lag1_timing,env_patent_share_inventions,lag1,elastic_net_alpha_1_l1_0.2,gdp_constant_2015_usd_lag1,0.9685574386435039,0.9685574386435039
